date,ko_price_usd,pep_price_usd,residual_usd,z_score,ko_shares,pep_shares,gross_pnl_usd,transaction_cost_usd,borrow_cost_usd,financing_cost_usd,net_pnl_usd,equity_usd
2024-04-04,55.95583724975586,157.86509704589844,-1.4240408605646095,-1.3874352348388772,-1836.206038872802,614.2205078852104,901.1642862952233,0.0,4.113680651593504,19.242286101300685,877.8083195423291,96348.54911626231
2024-04-05,56.153995513916016,157.39051818847656,-1.0671334905491108,-0.8913418082724566,-1836.206038872802,614.2205078852104,-655.3554681406778,0.0,4.077239931277198,19.238884937476143,-678.671593009431,95669.87752325287
2024-04-08,55.927528381347656,157.79995727539062,-1.430560135605944,-1.3273990817846597,-1836.206038872802,614.2205078852104,667.3262003406412,0.0,4.091678796408286,19.181048416278276,644.0534731279547,96313.93099638082
2024-04-09,56.35215759277344,158.75839233398438,-1.3265324558175493,-1.1495319590854038,-1836.206038872802,614.2205078852104,-191.01625383737087,0.0,4.075177196550023,19.23094640911804,-214.32237744303893,96099.60861893778
2024-04-10,55.59726333618164,157.21371459960938,-1.5647239446147196,-1.4096014843764075,-1836.206038872802,614.2205078852104,437.3686501374633,0.0,4.106117939498509,19.34775007349591,413.9147821244689,96513.52340106225
2024-04-11,55.719940185546875,156.66470336914062,-1.2583999719559529,-0.9789151544065026,-1836.206038872802,614.2205078852104,-562.4739284475323,0.0,4.0511123286784985,19.159501513470754,-585.6845422896816,95927.83885877256
2024-04-12,54.99335479736328,156.42276000976562,-1.904054043103912,-1.7466517540681172,-1836.206038872802,614.2205078852104,1185.5539044646875,0.0,4.0600512164417655,19.09259398235702,1162.4012592658887,97090.24011803845
2024-04-15,54.86125564575195,155.3526153564453,-1.6781842203421107,-1.397485492945047,-1836.206038872802,614.2205078852104,-414.74353255435017,0.0,4.00710834034893,19.063108551191394,-437.8137494458905,96652.42636859255
2024-04-16,54.785770416259766,155.8644256591797,-1.9248726685533484,-1.6434570444143166,-1836.206038872802,614.2205078852104,452.97081832564515,0.0,3.9974828935267595,18.932690933637218,430.0406444984812,97082.46701309104
2024-04-17,55.21038818359375,157.7069091796875,-2.1165752594898137,-1.8050163619410529,-1836.206038872802,614.2205078852104,352.0054551450904,0.0,3.991982638199805,18.995064819368643,329.018407687522,97411.48542077855
2024-04-18,55.587833404541016,160.30308532714844,-2.6075645159892176,-2.2976700577347167,-1836.206038872802,614.2205078852104,901.5574378058776,0.0,4.02292254727089,19.2196067169354,878.3149085416713,98289.80032932022
2024-04-19,56.77677536010742,162.0338897705078,-1.9975856842467508,-1.4819691053963402,-1836.206038872802,614.2205078852104,-1120.0468144300996,0.0,4.050425213701328,19.536000493096694,-1143.6332401368977,97146.16708918332
2024-04-22,57.135345458984375,164.20204162597656,-2.364273702185372,-1.8320552716738558,-1836.206038872802,614.2205078852104,673.3147529211977,0.0,4.137057848569593,19.746932156638394,649.4307629159897,97795.59785209931
